AAL,0
ANTO,0.43
AUTO,1.11
BT.A,0.2
CCH,0.05
CCL,0.07
CPG,0.16
EXPN,0.49
EZJ,0.75
FERG,0.13
FRES,0.23
HLMA,0.18
IAG,0.32
ICP,0.31
III,3.44
IMB,0.23
INF,1.51
ITRK,1.41
JET,3.13
JMAT,0.56
LAND,0.28
MGGT,0.28
PHNX,0.06
PRU,0.84
PSN,0.66
RB.,0.59
RIO,0.27
RR.,0.44
RSA,0.45
RTO,0.06
SBRY,0.41
SL.,0.02
SMIN,0.07
SMT,0.27
STAN,0.32
ULVR,0.48
VOD,1.11
WPP,0.28
WTB,0.59
